"paper_id","user_id","sched_conf_id","track_id","language","start_time","end_time","comments_to_dr","citations","date_submitted","date_reminded","last_modified","date_status_modified","status","submission_progress","review_mode","current_stage","submission_file_id","revised_file_id","review_file_id","layout_file_id","director_file_id","pages","date_to_presentations","date_to_archive","comments_status"
"3038","4995","21","80","pt","\N","\N","\N","\N","2013-11-11 20:30:23","\N","2013-11-11 20:30:23","2013-11-11 20:30:23","1","0","1","2","8408","\N","8409","\N","\N","\N","\N","\N","0"
"3020","4916","20","101","pt","\N","\N","\N","\N","2013-11-11 18:38:44","\N","2013-11-11 18:38:44","2013-11-11 18:38:44","1","0","1","2","8382","\N","8385","\N","\N","\N","\N","\N","0"
"2995","4965","21","87","pt","\N","\N","\N","\N","2013-11-11 16:39:17","\N","2013-11-11 16:39:17","2013-11-11 16:39:17","1","0","1","2","8350","\N","8353","\N","\N","\N","\N","\N","0"
"2996","4937","21","86","pt","\N","\N","\N","\N","2013-11-11 16:43:03","\N","2013-11-11 16:43:04","2013-11-11 16:43:03","1","0","1","2","8351","\N","8354","\N","\N","\N","\N","\N","0"
"3010","4966","21","81","pt","\N","\N","\N","\N","2013-11-11 17:59:24","\N","2013-11-11 17:59:25","2013-11-11 17:59:24","1","0","1","2","8371","\N","8373","\N","\N","\N","\N","\N","0"
"2994","4794","20","92","pt","\N","\N","\N","\N","2013-11-11 16:55:06","\N","2013-11-11 16:55:07","2013-11-11 16:55:06","1","0","1","2","8355","\N","8358","\N","\N","\N","\N","\N","0"
"3012","4933","21","88","pt","\N","\N","\N","\N","2013-11-11 18:00:31","\N","2013-11-11 18:00:31","2013-11-11 18:00:31","1","0","1","2","8372","\N","8374","\N","\N","\N","\N","\N","0"
"3001","4972","21","83","pt","\N","\N","\N","\N","\N","\N","2013-11-11 17:27:10","2013-11-11 17:27:10","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"2999","4970","21","81","pt","\N","\N","\N","\N","2013-11-11 17:28:09","\N","2013-11-11 17:28:09","2013-11-11 17:28:09","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3013","4979","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 18:12:32","2013-11-11 18:09:20","1","2","1","2","8376","\N","\N","\N","\N","\N","\N","\N","0"
"3015","4979","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 18:14:14","2013-11-11 18:14:14","1","3","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3021","4914","21","90","pt","\N","\N","\N","\N","2013-11-11 19:02:31","\N","2013-11-11 19:02:32","2013-11-11 19:02:31","1","0","1","2","8386","\N","8387","\N","\N","\N","\N","\N","0"
"3002","4970","21","81","pt","\N","\N","\N","\N","2013-11-11 17:37:42","\N","2013-11-11 17:37:42","2013-11-11 17:37:42","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3022","4237","20","101","pt","\N","\N","\N","\N","\N","\N","2013-11-11 19:03:24","2013-11-11 19:03:24","1","3","1","2","8388","\N","\N","\N","\N","\N","\N","\N","0"
"3014","4976","21","83","pt","\N","\N","\N","\N","2013-11-11 18:18:51","\N","2013-11-11 18:18:51","2013-11-11 18:18:51","1","0","1","2","8375","\N","8377","\N","\N","\N","\N","\N","0"
"3003","4969","21","88","pt","\N","\N","\N","\N","2013-11-11 17:44:16","\N","2013-11-11 17:44:17","2013-11-11 17:44:16","1","0","1","2","8360","\N","8362","\N","\N","\N","\N","\N","0"
"3005","4970","21","81","pt","\N","\N","\N","\N","\N","\N","2013-11-11 17:44:54","2013-11-11 17:44:54","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3033","4956","21","82","pt","\N","\N","IFAL CAMPUS-MARAGOGI","\N","2013-11-11 20:04:59","\N","2013-11-11 20:04:59","2013-11-11 20:04:59","1","0","1","2","8396","\N","8397","\N","\N","\N","\N","\N","0"
"3004","4975","20","92","pt","\N","\N","\N","\N","2013-11-11 17:46:21","\N","2013-11-11 17:46:22","2013-11-11 17:46:21","1","0","1","2","8359","\N","8363","\N","\N","\N","\N","\N","0"
"3000","4942","21","82","pt","\N","\N","\N","\N","2013-11-11 17:46:53","\N","2013-11-11 17:46:53","2013-11-11 17:46:53","1","0","1","2","8361","\N","8364","\N","\N","\N","\N","\N","0"
"3006","4958","21","88","pt","\N","\N","\N","\N","\N","\N","2013-11-11 17:49:31","2013-11-11 17:45:34","1","2","1","2","8365","\N","\N","\N","\N","\N","\N","\N","0"
"3016","4981","21","87","pt","\N","\N","\N","\N","2013-11-11 18:23:39","\N","2013-11-11 18:23:39","2013-11-11 18:23:39","1","0","1","2","8378","\N","8379","\N","\N","\N","\N","\N","0"
"3035","4599","21","84","pt","\N","\N","\N","\N","2013-11-11 20:16:44","\N","2013-11-11 20:16:44","2013-11-11 20:16:44","1","0","1","2","8402","\N","8403","\N","\N","\N","\N","\N","0"
"3011","4942","21","82","pt","\N","\N","\N","\N","\N","\N","2013-11-11 17:51:43","2013-11-11 17:51:43","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3047","3943","20","93","pt","\N","\N","\N","\N","2013-11-11 21:26:36","\N","2013-11-11 21:26:36","2013-11-11 21:26:36","1","0","1","2","8417","\N","8418","\N","\N","\N","\N","\N","0"
"3048","4925","21","85","pt","\N","\N","\N","\N","2013-11-13 20:10:19","\N","2013-11-13 20:10:19","2013-11-13 20:10:19","1","0","1","2","9662","\N","9663","\N","\N","\N","\N","\N","0"
"2998","4957","21","83","pt","\N","\N","\N","\N","\N","\N","2013-11-25 09:52:39","2013-11-25 09:52:39","1","3","1","2","8357","\N","\N","\N","\N","\N","\N","\N","0"
"3017","4978","20","96","pt","\N","\N","\N","\N","2013-11-11 18:27:45","\N","2013-11-11 18:27:45","2013-11-11 18:27:45","1","0","1","2","8380","\N","8381","\N","\N","\N","\N","\N","0"
"3039","4994","21","84","pt","\N","\N","\N","\N","2013-11-11 20:36:49","\N","2013-11-11 20:36:49","2013-11-11 20:36:49","1","0","1","2","8410","\N","8411","\N","\N","\N","\N","\N","0"
"3031","4990","21","82","pt","\N","\N","\N","\N","2013-11-11 20:08:55","\N","2013-11-11 20:08:55","2013-11-11 20:08:55","1","0","1","2","8395","\N","8399","\N","\N","\N","\N","\N","0"
"3024","4237","20","101","pt","\N","\N","\N","\N","2013-11-11 19:09:46","\N","2013-11-11 19:09:46","2013-11-11 19:09:46","1","0","1","2","8390","\N","8392","\N","\N","\N","\N","\N","0"
"3025","4237","20","101","pt","\N","\N","\N","\N","\N","\N","2013-11-11 19:11:27","2013-11-11 19:11:27","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3026","4835","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 19:24:06","2013-11-11 19:24:06","1","3","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3027","4985","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-11 19:24:50","2013-11-11 19:24:50","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3028","4984","21","82","pt","\N","\N","\N","\N","\N","\N","2013-11-11 19:35:18","2013-11-11 19:35:18","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3036","4993","21","85","pt","\N","\N","\N","\N","2013-11-11 20:20:16","\N","2013-11-11 20:20:16","2013-11-11 20:20:16","1","0","1","2","8404","\N","8405","\N","\N","\N","\N","\N","0"
"3044","4919","21","84","pt","\N","\N","\N","\N","2013-11-11 21:11:39","\N","2013-11-11 21:11:39","2013-11-11 21:11:39","1","0","1","2","8415","\N","8416","\N","\N","\N","\N","\N","0"
"3034","4835","21","84","pt","\N","\N","\N","\N","2013-11-11 20:09:59","\N","2013-11-11 20:09:59","2013-11-11 20:09:59","1","0","1","2","8398","\N","8400","\N","\N","\N","\N","\N","0"
"3037","4935","21","81","pt","\N","\N","\N","\N","2013-11-11 20:21:00","\N","2013-11-11 20:21:00","2013-11-11 20:21:00","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3040","4998","21","84","pt","\N","\N","\N","\N","2013-11-11 20:51:57","\N","2013-11-11 20:51:57","2013-11-11 20:51:57","1","0","1","2","8412","\N","8413","\N","\N","\N","\N","\N","0"
"3041","4999","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 20:54:19","2013-11-11 20:54:19","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"2980","3881","20","96","pt","\N","\N","O proponente é coordenador geral do projeto; o que vem a submetê-lo nesta plataforma. Quem o assina é a coordenadora executiva. Ambos os professores são orientadores do projeto.","\N","2013-11-11 15:51:35","\N","2013-11-11 21:21:30","2013-11-11 15:51:35","1","0","1","2","8330","\N","8332","\N","\N","\N","\N","\N","0"
"3042","5002","21","88","pt","\N","\N","\N","\N","\N","\N","2013-11-11 20:56:22","2013-11-11 20:56:22","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3043","4944","20","99","pt","\N","\N","projetos de extensão.","\N","2013-11-11 21:36:14","\N","2013-11-11 21:36:14","2013-11-11 21:36:14","1","0","1","2","8422","\N","8423","\N","\N","\N","\N","\N","0"
"3045","4999","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 21:27:07","2013-11-11 21:24:24","1","5","1","2","8419","\N","\N","\N","\N","\N","\N","\N","0"
"3049","4999","21","84","pt","\N","\N","\N","\N","\N","\N","2013-11-11 21:27:10","2013-11-11 21:27:10","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3051","4944","20","99","pt","\N","\N","projeto de extensão","\N","2013-11-11 21:38:29","\N","2013-11-11 21:38:29","2013-11-11 21:38:29","1","0","1","2","8424","\N","8426","\N","\N","\N","\N","\N","0"
"3046","4828","21","81","pt","\N","\N","\N","\N","2013-11-11 21:40:33","\N","2013-11-11 21:40:33","2013-11-11 21:40:33","1","0","1","2","8427","\N","8429","\N","\N","\N","\N","\N","0"
"3052","5004","21","90","pt","\N","\N","\N","\N","2013-11-11 21:39:41","\N","2013-11-11 21:39:41","2013-11-11 21:39:41","1","0","1","2","8425","\N","8428","\N","\N","\N","\N","\N","0"
"3054","4729","20","101","pt","\N","\N","\N","\N","2013-11-11 21:48:37","\N","2013-11-11 21:48:37","2013-11-11 21:48:37","1","0","1","2","8430","\N","8431","\N","\N","\N","\N","\N","0"
"3032","4964","21","85","pt","\N","\N","\N","\N","2013-11-12 06:46:27","\N","2013-11-12 06:46:27","2013-11-12 06:46:27","1","0","1","2","8436","\N","8448","\N","\N","\N","\N","\N","0"
"3058","4840","21","82","pt","\N","\N","\N","\N","2013-11-12 20:24:47","\N","2013-11-12 20:27:35","2013-11-12 20:24:47","1","0","1","2","8628","\N","8630","\N","\N","\N","\N","\N","0"
"2997","4783","21","80","pt","\N","\N","\N","\N","2013-11-12 07:47:34","\N","2013-11-12 07:55:44","2013-11-12 07:47:34","1","0","1","2","8449","\N","8450","\N","\N","\N","\N","\N","0"
"3050","4999","21","84","pt","\N","\N","\N","\N","2013-11-11 21:30:25","\N","2013-11-13 19:50:31","2013-11-11 21:30:25","1","0","1","2","8420","9651","8421","\N","\N","\N","\N","\N","0"
"3053","4925","21","85","pt","\N","\N","\N","\N","2013-11-13 22:56:44","\N","2013-11-13 22:56:44","2013-11-13 22:56:44","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3055","4925","21","85","pt","\N","\N","\N","\N","2013-11-13 23:13:19","\N","2013-11-13 23:13:19","2013-11-13 23:13:19","1","0","1","2","9764","\N","9766","\N","\N","\N","\N","\N","0"
"3083","5024","21","90","pt","\N","\N","\N","\N","2013-11-12 11:27:03","\N","2013-11-12 11:27:04","2013-11-12 11:27:03","1","0","1","2","8493","\N","8496","\N","\N","\N","\N","\N","0"
"3086","5025","21","90","pt","\N","\N","\N","\N","2013-11-12 11:12:47","\N","2013-11-12 11:12:47","2013-11-12 11:12:47","1","0","1","2","8484","\N","8486","\N","\N","\N","\N","\N","0"
"3088","4753","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 11:15:13","2013-11-12 11:15:13","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3068","5018","21","86","pt","\N","\N","Proposta de extensão 2014","\N","2013-11-12 09:10:05","\N","2013-11-12 09:10:05","2013-11-12 09:10:05","1","0","1","2","8455","\N","8456","\N","\N","\N","\N","\N","0"
"3074","4088","20","94","pt","\N","\N","\N","\N","2013-11-12 10:15:13","\N","2013-11-12 10:15:13","2013-11-12 10:15:13","1","0","1","2","8467","\N","8474","\N","\N","\N","\N","\N","0"
"3103","5041","21","87","pt","\N","\N","\N","\N","2013-11-12 14:45:46","\N","2013-11-12 14:45:46","2013-11-12 14:45:46","1","0","1","2","8505","\N","8507","\N","\N","\N","\N","\N","0"
"3059","5008","21","87","pt","\N","\N","\N","\N","2013-11-11 22:13:41","\N","2013-11-11 22:13:41","2013-11-11 22:13:41","1","0","1","2","8434","\N","8435","\N","\N","\N","\N","\N","0"
"3056","5007","20","94","pt","\N","\N","\N","\N","2013-11-11 22:10:16","\N","2013-11-11 22:16:27","2013-11-11 22:10:16","1","0","1","2","8432","\N","8433","\N","\N","\N","\N","\N","0"
"3105","4764","21","86","pt","\N","\N","\N","\N","\N","\N","2013-11-12 14:49:01","2013-11-12 14:49:01","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3087","5028","21","86","pt","\N","\N","proposta de extensão 2014","\N","2013-11-12 11:15:58","\N","2013-11-12 11:15:58","2013-11-12 11:15:58","1","0","1","2","8485","\N","8487","\N","\N","\N","\N","\N","0"
"3060","5009","21","84","pt","\N","\N","\N","\N","2013-11-11 22:38:42","\N","2013-11-11 22:38:42","2013-11-11 22:38:42","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3094","3879","20","95","pt","\N","\N","\N","\N","2013-11-12 11:28:10","\N","2013-11-12 11:28:11","2013-11-12 11:28:10","1","0","1","2","8495","\N","8497","\N","\N","\N","\N","\N","0"
"3069","5017","21","81","pt","\N","\N","\N","\N","2013-11-12 09:19:54","\N","2013-11-12 09:19:55","2013-11-12 09:19:54","1","0","1","2","8457","\N","8459","\N","\N","\N","\N","\N","0"
"3070","4181","20","98","pt","\N","\N","\N","\N","2013-11-12 09:19:55","\N","2013-11-12 09:19:55","2013-11-12 09:19:55","1","0","1","2","8458","\N","8460","\N","\N","\N","\N","\N","0"
"3078","4762","21","90","pt","\N","\N","\N","\N","2013-11-12 10:30:49","\N","2013-11-12 10:30:49","2013-11-12 10:30:49","1","0","1","2","8473","\N","8476","\N","\N","\N","\N","\N","0"
"3063","4834","21","81","pt","\N","\N","\N","\N","\N","\N","2013-11-11 22:45:41","2013-11-11 22:45:41","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3079","5022","21","90","pt","\N","\N","\N","\N","2013-11-12 10:30:51","\N","2013-11-12 10:30:51","2013-11-12 10:30:51","1","0","1","2","8475","\N","8477","\N","\N","\N","\N","\N","0"
"3057","4774","21","85","pt","\N","\N","\N","\N","2013-11-11 22:47:34","\N","2013-11-11 22:47:34","2013-11-11 22:47:34","1","0","1","2","8438","\N","8441","\N","\N","\N","\N","\N","0"
"3071","4181","20","98","pt","\N","\N","\N","\N","2013-11-12 09:22:00","\N","2013-11-12 09:22:00","2013-11-12 09:22:00","1","0","1","2","8461","\N","8462","\N","\N","\N","\N","\N","0"
"3072","4985","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 09:35:51","2013-11-12 09:35:51","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3062","4977","21","86","pt","\N","\N","\N","\N","2013-11-11 22:56:13","\N","2013-11-11 22:56:13","2013-11-11 22:56:13","1","0","1","2","8440","\N","8442","\N","\N","\N","\N","\N","0"
"3061","4834","21","81","pt","\N","\N","\N","\N","2013-11-11 22:44:06","\N","2013-11-11 23:01:25","2013-11-11 22:44:06","1","0","1","2","8437","\N","8439","\N","\N","\N","\N","\N","0"
"3085","5027","21","90","pt","\N","\N","\N","\N","2013-11-12 11:18:46","\N","2013-11-12 11:18:46","2013-11-12 11:18:46","1","0","1","2","8488","\N","8489","\N","\N","\N","\N","\N","0"
"3089","5026","21","87","pt","\N","\N","\N","\N","\N","\N","2013-11-12 11:23:11","2013-11-12 11:23:11","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3064","2499","20","92","pt","\N","\N","\N","\N","2013-11-11 23:20:42","\N","2013-11-11 23:20:43","2013-11-11 23:20:42","1","0","1","2","8443","\N","8444","\N","\N","\N","\N","\N","0"
"3073","4959","21","82","pt","\N","\N","\N","\N","2013-11-12 09:43:19","\N","2013-11-12 09:43:19","2013-11-12 09:43:19","1","0","1","2","8463","\N","8464","\N","\N","\N","\N","\N","0"
"3065","4837","20","98","pt","\N","\N","\N","\N","2013-11-11 23:49:27","\N","2013-11-11 23:49:27","2013-11-11 23:49:27","1","0","1","2","8445","\N","8446","\N","\N","\N","\N","\N","0"
"3099","4979","21","84","pt","\N","\N","\N","\N","2013-11-12 13:35:23","\N","2013-11-12 13:35:23","2013-11-12 13:35:23","1","0","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3080","4882","20","101","pt","\N","\N","\N","\N","2013-11-12 10:53:03","\N","2013-11-13 16:56:03","2013-11-12 10:53:03","1","0","1","2","8478","\N","8480","\N","\N","\N","\N","\N","0"
"2854","4753","21","90","pt","\N","\N","\N","\N","2013-11-12 11:23:51","\N","2013-11-12 11:23:52","2013-11-12 11:23:51","1","0","1","2","8490","\N","8491","\N","\N","\N","\N","\N","0"
"3066","4909","21","86","pt","\N","\N","Proposta de Extensão 2014","\N","2013-11-12 08:56:03","\N","2013-11-12 08:56:03","2013-11-12 08:56:03","1","0","1","2","8451","\N","8452","\N","\N","\N","\N","\N","0"
"3090","4753","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 11:24:14","2013-11-12 11:24:13","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3075","4748","21","80","pt","\N","\N","\N","\N","2013-11-12 10:06:52","\N","2013-11-12 10:06:53","2013-11-12 10:06:52","1","0","1","2","8466","\N","8468","\N","\N","\N","\N","\N","0"
"3067","5016","21","86","pt","\N","\N","Proposta de Extensão 2014","\N","2013-11-12 09:05:11","\N","2013-11-12 09:05:12","2013-11-12 09:05:11","1","0","1","2","8453","\N","8454","\N","\N","\N","\N","\N","0"
"3081","4829","21","90","pt","\N","\N","\N","\N","2013-11-12 10:55:01","\N","2013-11-12 10:55:02","2013-11-12 10:55:01","1","0","1","2","8479","\N","8481","\N","\N","\N","\N","\N","0"
"3092","4753","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 11:24:33","2013-11-12 11:24:33","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3100","5038","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 13:59:10","2013-11-12 13:59:10","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3091","5029","21","90","pt","\N","\N","\N","\N","2013-11-12 11:40:08","\N","2013-11-12 11:40:08","2013-11-12 11:40:08","1","0","1","2","8498","\N","8500","\N","\N","\N","\N","\N","0"
"3197","5093","21","80","pt","\N","\N","\N","\N","\N","\N","2013-11-12 21:11:37","2013-11-12 21:11:37","1","3","1","2","8645","\N","\N","\N","\N","\N","\N","\N","0"
"3076","5020","20","97","pt","\N","\N","\N","\N","2013-11-12 10:09:58","\N","2013-11-12 10:09:58","2013-11-12 10:09:58","1","0","1","2","8469","\N","8470","\N","\N","\N","\N","\N","0"
"3082","5023","21","90","pt","\N","\N","\N","\N","2013-11-12 10:59:51","\N","2013-11-12 10:59:52","2013-11-12 10:59:51","1","0","1","2","8482","\N","8483","\N","\N","\N","\N","\N","0"
"3084","4237","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 11:08:27","2013-11-12 11:08:27","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3077","5021","21","90","pt","\N","\N","\N","\N","2013-11-12 10:13:00","\N","2013-11-12 10:13:00","2013-11-12 10:13:00","1","0","1","2","8471","\N","8472","\N","\N","\N","\N","\N","0"
"3101","5039","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 14:21:57","2013-11-12 14:21:57","1","3","1","2","8504","\N","\N","\N","\N","\N","\N","\N","0"
"3095","5030","21","90","pt","\N","\N","\N","\N","2013-11-12 11:42:21","\N","2013-11-12 11:42:21","2013-11-12 11:42:21","1","0","1","2","8499","\N","8501","\N","\N","\N","\N","\N","0"
"3093","4753","21","90","pt","\N","\N","\N","\N","2013-11-12 11:25:51","\N","2013-11-12 11:25:51","2013-11-12 11:25:51","1","0","1","2","8492","\N","8494","\N","\N","\N","\N","\N","0"
"3102","5040","21","81","pt","\N","\N","\N","\N","\N","\N","2013-11-12 14:32:11","2013-11-12 14:32:11","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3104","4667","21","80","pt","\N","\N","\N","\N","2013-11-12 14:49:49","\N","2013-11-12 14:49:50","2013-11-12 14:49:49","1","0","1","2","8506","\N","8508","\N","\N","\N","\N","\N","0"
"3097","5034","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 13:18:40","2013-11-12 13:18:40","1","5","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3110","5043","21","80","pt","\N","\N","\N","\N","2013-11-12 15:13:55","\N","2013-11-12 15:13:55","2013-11-12 15:13:55","1","0","1","2","8514","\N","8516","\N","\N","\N","\N","\N","0"
"3107","4764","21","86","pt","\N","\N","\N","\N","2013-11-12 15:09:04","\N","2013-11-12 15:09:04","2013-11-12 15:09:04","1","0","1","2","8511","\N","8515","\N","\N","\N","\N","\N","0"
"3111","5045","20","99","pt","\N","\N","\N","\N","2013-11-12 15:20:21","\N","2013-11-12 15:20:21","2013-11-12 15:20:21","1","0","1","2","8517","\N","8521","\N","\N","\N","\N","\N","0"
"3115","4992","21","90","pt","\N","\N","\N","\N","\N","\N","2013-11-12 15:31:47","2013-11-12 15:31:47","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3106","5041","20","98","pt","\N","\N","\N","\N","2013-11-12 14:50:49","\N","2013-11-12 14:50:49","2013-11-12 14:50:49","1","0","1","2","8509","\N","8510","\N","\N","\N","\N","\N","0"
"3109","4886","21","84","pt","\N","\N","\N","\N","2013-11-12 15:06:50","\N","2013-11-12 15:06:50","2013-11-12 15:06:50","1","0","1","2","8512","\N","8513","\N","\N","\N","\N","\N","0"
"3114","5047","21","84","pt","\N","\N","\N","\N","2013-11-12 15:25:55","\N","2013-11-12 15:25:56","2013-11-12 15:25:55","1","0","1","2","8523","\N","8524","\N","\N","\N","\N","\N","0"
"3112","5019","20","95","pt","\N","\N","\N","\N","2013-11-12 15:21:51","\N","2013-11-12 15:21:51","2013-11-12 15:21:51","1","0","1","2","8518","\N","8522","\N","\N","\N","\N","\N","0"
"3113","5046","21","80","pt","\N","\N","\N","\N","2013-11-12 15:20:09","\N","2013-11-12 15:20:09","2013-11-12 15:20:09","1","0","1","2","8519","\N","8520","\N","\N","\N","\N","\N","0"
"3116","5048","21","84","pt","\N","\N","\N","\N","2013-11-12 15:38:16","\N","2013-11-12 15:38:16","2013-11-12 15:38:16","1","0","1","2","8525","\N","8526","\N","\N","\N","\N","\N","0"
"3117","4901","21","86","pt","\N","\N","\N","\N","\N","\N","2013-11-12 15:39:19","2013-11-12 15:39:19","1","3","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3119","5049","21","88","pt","\N","\N","\N","\N","\N","\N","2013-11-12 15:39:25","2013-11-12 15:39:25","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3123","5049","21","88","pt","\N","\N","\N","\N","\N","\N","2013-11-12 15:44:21","2013-11-12 15:44:21","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3120","4974","21","80","pt","\N","\N","\N","\N","2013-11-12 15:51:29","\N","2013-11-12 15:51:30","2013-11-12 15:51:29","1","0","1","2","8534","\N","8536","\N","\N","\N","\N","\N","0"
"3108","4901","21","86","pt","\N","\N","\N","\N","\N","\N","2013-11-12 15:57:27","2013-11-12 15:57:27","1","3","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3118","5032","21","85","pt","\N","\N","\N","\N","2013-11-12 15:51:24","\N","2013-11-12 15:51:24","2013-11-12 15:51:24","1","0","1","2","8528","\N","8535","\N","\N","\N","\N","\N","0"
"3096","5031","21","90","pt","\N","\N","\N","\N","2013-11-13 00:03:25","\N","2013-11-13 00:03:25","2013-11-13 00:03:25","1","0","1","2","8675","\N","8676","\N","\N","\N","\N","\N","0"
"3098","5036","21","82","pt","\N","\N","\N","\N","2013-11-12 13:31:22","\N","2013-11-13 19:10:05","2013-11-12 13:31:22","1","0","1","2","8502","\N","8503","\N","\N","\N","\N","\N","0"
"3121","5015","20","99","pt","\N","\N","\N","\N","2013-11-12 15:45:58","\N","2013-11-12 15:45:58","2013-11-12 15:45:58","1","0","1","2","8527","\N","8530","\N","\N","\N","\N","\N","0"
"3168","4893","21","88","pt","\N","\N","\N","\N","2013-11-12 18:10:44","\N","2013-11-12 18:10:44","2013-11-12 18:10:44","1","0","1","2","8594","\N","8597","\N","\N","\N","\N","\N","0"
"3140","5063","20","97","pt","\N","\N","\N","\N","2013-11-12 17:17:43","\N","2013-11-12 17:17:43","2013-11-12 17:17:43","1","0","1","2","8555","\N","8566","\N","\N","\N","\N","\N","0"
"3122","4961","21","87","pt","\N","\N","\N","\N","2013-11-12 15:47:08","\N","2013-11-12 15:47:09","2013-11-12 15:47:08","1","0","1","2","8529","\N","8531","\N","\N","\N","\N","\N","0"
"3139","5061","21","82","pt","\N","\N","\N","\N","2013-11-12 16:31:24","\N","2013-11-12 16:31:24","2013-11-12 16:31:24","1","0","1","2","8553","\N","8554","\N","\N","\N","\N","\N","0"
"3141","4749","21","86","pt","\N","\N","\N","\N","\N","\N","2013-11-12 16:37:16","2013-11-12 16:37:16","1","2","1","2","\N","\N","\N","\N","\N","\N","\N","\N","0"
"3150","5068","21","90","pt","\N","\N","\N","\N","2013-11-12 18:17:51","\N","2013-11-12 18:24:34","2013-11-12 18:17:51","1","0","1","2","8599","\N","8601","\N","\N","\N","\N","\N","0"
"3160","4749","21","86","pt","\N","\N","\N","\N","2013-11-12 17:49:16","\N","2013-11-12 17:49:16","2013-11-12 17:49:16","1","0","1","2","8575","\N","8582","\N","\N","\N","\N","\N","0"
"3125","4949","21","87","pt","\N","\N","\N","\N","2013-11-12 15:52:13","\N","2013-11-12 15:52:14","2013-11-12 15:52:13","1","0","1","2","8532","\N","8538","\N","\N","\N","\N","\N","0"
"3159","4983","21","89","pt","\N","\N","\N","\N","2013-11-12 17:43:10","\N","2013-11-12 17:43:10","2013-11-12 17:43:10","1","0","1","2","8574","\N","8577","\N","\N","\N","\N","\N","0"
"3169","5078","21","90","pt","\N","\N","\N","\N","2013-11-12 18:44:54","\N","2013-11-12 18:44:55","2013-11-12 18:44:54","1","0","1","2","8604","\N","8605","\N","\N","\N","\N","\N","0"
"3142","5064","21","90","pt","\N","\N","\N","\N","2013-11-12 16:41:10","\N","2013-11-12 16:41:10","2013-11-12 16:41:10","1","0","1","2","8556","\N","8557","\N","\N","\N","\N","\N","0"
"3127","5015","20","99","pt","\N","\N","\N","\N","2013-11-12 15:53:43","\N","2013-11-12 15:53:43","2013-11-12 15:53:43","1","0","1","2","8533","\N","8541","\N","\N","\N","\N","\N","0"
